"Title","Shoot Type","Reference","Location","Staff Photog","Freelance Photog","Caption","People","Keywords","Intended Usage","Usage Terms"
"Personal Health Zines","Objects","EP 000016","Photographic Studio, 183, 4th floor","Ben Gilbert","","A selection of personal health zines from the Wellcome library.","","Wellcome library, zines, personal health","Wellcomecollction.org 'Explore' page article.",""
