"Title","Shoot Type","Reference","Location","Staff Photog","Freelance Photog","Caption","People","Keywords","Intended Usage","Usage Terms"
"Why Music? The Key to Memory","Events","EP 000080","Wellcome Collection/The Street 215","","David Bishop","Why Music? The Key to Memory weekend at Wellcome Collection in partnership with BBC Radio 3","","Why music, bbc, radio 3, memory, music","Wellcome collection website and social media, BBC use TBC",""
